,season,episode_num_in_season,episode_num_overall,title,directed_by,written_by,original_air_date,prod_code,us_viewers,imdb_rating,total_votes,desc,rachel,monica,phoebe,joey,chandler,ross,rachel_words,monica_words,phoebe_words,joey_words,chandler_words,ross_words
180,8,11,181,The One with Ross's Step Forward,Gary Halvorson,Robert Carlock,2001-12-13,227411,23850000.0,8.0,3539.0,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman.",45.0,18.0,29.0,22.0,18.0,42.0,588.0,197.0,336.0,170.0,252.0,595.0
181,8,12,182,The One Where Joey Dates Rachel,David Schwimmer,Sherry Bilsing-Graham & Ellen Plummer,2002-01-10,227412,25530000.0,8.5,3857.0,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; gang addicted to Mrs. Pacman.",67.0,30.0,16.0,66.0,25.0,15.0,850.0,380.0,183.0,828.0,339.0,433.0
182,8,13,183,The One Where Chandler Takes a Bath,Ben Weiss,Vanessa McCarthy,2002-01-17,227413,29240000.0,8.5,3759.0,Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.,49.0,56.0,41.0,26.0,51.0,46.0,391.0,535.0,402.0,423.0,438.0,470.0
183,8,14,184,The One with the Secret Closet,Kevin S. Bright,Brian Buckner & Sebastian Jones,2002-01-31,227414,28640000.0,8.2,3566.0,"Chandler's very curious about a locked closet, but Monica won't tell him what is inside.",40.0,53.0,43.0,54.0,34.0,28.0,417.0,405.0,435.0,842.0,471.0,359.0
184,8,15,185,The One with the Birthing Video,Kevin S. Bright,Dana Klein Borkow,2002-02-07,227415,28640000.0,8.3,3550.0,"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video. Ross hides from Mona that Rachel is now living in his apartment",26.0,30.0,25.0,41.0,29.0,55.0,407.0,346.0,368.0,495.0,341.0,714.0
185,8,16,186,The One Where Joey Tells Rachel,Ben Weiss,Andrew Reich & Ted Cohen,2002-02-28,227416,27520000.0,8.2,3610.0,"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she thinks is Monica's soul-mate and introduces Don to Monica to see what will happen. Monica and Don get along perfectly. Ross goes to tell Joey that he doesn't hate him and Joey promises to never act on his feelings for Rachel because he won't jeopardize his friendship to Ross. But when Ross realizes that Joey really is in love for the first time he tells Joey to tell Rachel. When Joey ...",33.0,31.0,23.0,51.0,29.0,36.0,352.0,407.0,198.0,734.0,342.0,394.0
186,8,17,187,The One with the Tea Leaves,Gary Halvorson,Story by: R. Lee Fleming Jr.Teleplay by: Steven Rosenhaus,2002-03-07,227417,26300000.0,8.0,3564.0,"Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with Joey, so she takes Monica's advice to change the subject to something work-related. However in another uncomfortable conversation she manages to convince Joey that her boss, Mr. Zelner, wants to buy her baby. When Phoebe resumes reading tea leaves, she sees that she'll meet the man of her dreams soon, and takes that to be Jim, who she keeps bumping into. However she soon finds he ...",54.0,34.0,35.0,30.0,23.0,12.0,580.0,427.0,527.0,328.0,293.0,289.0
187,8,18,188,The One in Massapequa,Gary Halvorson,Story by: Peter TibbalsTeleplay by: Mark Kunerth,2002-03-28,227418,22050000.0,8.2,3615.0,Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.,33.0,25.0,40.0,17.0,12.0,43.0,351.0,531.0,472.0,229.0,116.0,560.0
188,8,19,189,The One with Joey's Interview,Gary Halvorson,Doty Abrams,2002-04-04,227424,22590000.0,7.4,3738.0,"Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life.",25.0,8.0,15.0,95.0,28.0,27.0,383.0,83.0,129.0,1424.0,230.0,228.0
189,8,20,190,The One with the Baby Shower,Kevin S. Bright,Sherry Bilsing-Graham & Ellen Plummer,2002-04-25,227421,22240000.0,8.2,3609.0,"Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice.",53.0,36.0,28.0,46.0,33.0,48.0,731.0,570.0,302.0,562.0,217.0,579.0
190,8,21,191,The One with the Cooking Class,Gary Halvorson,Story by: Dana Klein BorkowTeleplay by: Brian Buckner & Sebastian Jones,2002-05-02,227419,23970000.0,8.1,3597.0,"Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store.",53.0,34.0,25.0,22.0,37.0,47.0,661.0,423.0,276.0,261.0,379.0,570.0
191,8,22,192,The One Where Rachel Is Late,Gary Halvorson,Shana Goldberg-Meehan,2002-05-09,227420,24310000.0,8.3,3553.0,Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.,55.0,32.0,23.0,38.0,29.0,45.0,770.0,405.0,245.0,550.0,296.0,450.0
192,8,23,193,The One Where Rachel Has a Baby: Part 1,Kevin S. Bright,Scott Silveri,2002-05-16,227422,34910000.0,8.8,3883.0,"Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - the last couple being Janice and her new husband. Chandler and Monica decide to start trying to have a baby.",108.0,42.0,57.0,56.0,36.0,96.0,1130.0,444.0,667.0,609.0,388.0,960.0
193,8,24,194,The One Where Rachel Has a Baby: Part 2,Kevin S. Bright,Marta Kauffman & David Crane,2002-05-16,227423,34910000.0,8.9,4183.0,"After Rachel gives birth to her baby, she must confront relationship issues around her.",,,,,,,,,,,,
194,9,1,195,The One Where No One Proposes,Kevin S. Bright,Sherry Bilsing-Graham & Ellen Plummer,2002-09-26,175251,34010000.0,8.6,3944.0,"Rachel, Ross and Joey get together in a guyand figure out that no one was actually going to propose; Mr. Geller walks in on Monica and Chandler having sex.",61.0,26.0,31.0,54.0,27.0,60.0,401.0,216.0,337.0,589.0,289.0,609.0
195,9,2,196,The One Where Emma Cries,Sheldon Epps,Dana Klein Borkow,2002-10-03,175252,28930000.0,8.5,3942.0,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office.",45.0,40.0,22.0,49.0,28.0,61.0,615.0,351.0,319.0,598.0,517.0,516.0
196,9,3,197,The One with the Pediatrician,Roger Christiansen,Brian Buckner & Sebastian Jones,2002-10-10,175254,26620000.0,8.2,3631.0,"Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer.",29.0,38.0,38.0,49.0,39.0,35.0,348.0,469.0,408.0,500.0,415.0,383.0
197,9,4,198,The One with the Sharks,Ben Weiss,Andrew Reich & Ted Cohen,2002-10-17,175253,25810000.0,8.1,3672.0,Monica thinks Chandler is aroused by shark documentaries.,11.0,0.0,35.0,33.0,16.0,37.0,150.0,0.0,678.0,458.0,223.0,504.0
198,9,5,199,The One with Phoebe's Birthday Dinner,David Schwimmer,Scott Silveri,2002-10-31,175255,24460000.0,8.5,3753.0,"Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems.",36.0,44.0,36.0,29.0,46.0,35.0,409.0,495.0,544.0,333.0,644.0,525.0
199,9,6,200,The One with the Male Nanny,Kevin S. Bright,David Crane & Marta Kauffman,2002-11-07,175256,27510000.0,8.3,3935.0,"Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met.",36.0,32.0,52.0,29.0,31.0,53.0,473.0,421.0,807.0,390.0,570.0,782.0
200,9,7,201,The One with Ross's Inappropriate Song,Gary Halvorson,Robert Carlock,2002-11-14,175257,25350000.0,8.6,3952.0,"Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment.",22.0,22.0,43.0,24.0,31.0,18.0,514.0,333.0,743.0,442.0,562.0,369.0
201,9,8,202,The One with Rachel's Other Sister,Kevin S. Bright,Shana Goldberg-Meehan,2002-11-21,175258,26760000.0,8.8,4375.0,Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.,52.0,29.0,22.0,27.0,37.0,19.0,549.0,355.0,244.0,382.0,627.0,195.0
202,9,9,203,The One with Rachel's Phone Number,Ben Weiss,Mark Kunerth,2002-12-05,175259,25420000.0,8.1,3611.0,"Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys.",48.0,35.0,30.0,34.0,48.0,36.0,641.0,397.0,353.0,488.0,589.0,462.0
203,9,10,204,The One with Christmas in Tulsa,Kevin S. Bright,Doty Abrams,2002-12-12,175260,22280000.0,7.4,3734.0,"Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job.",17.0,67.0,21.0,12.0,118.0,21.0,201.0,578.0,170.0,76.0,1478.0,182.0
204,9,11,205,The One Where Rachel Goes Back to Work,Gary Halvorson,Story by: Judd RubinTeleplay by: Peter Tibbals,2003-01-09,175261,23670000.0,7.9,3487.0,"Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show.",39.0,29.0,30.0,29.0,31.0,21.0,596.0,509.0,313.0,413.0,449.0,245.0
205,9,12,206,The One with Phoebe's Rats,Ben Weiss,Story by: Dana Klein BorkowTeleplay by: Brian Buckner & Sebastian Jones,2003-01-16,175262,23660000.0,7.9,3599.0,Ross makes Joey stay away from their new nanny. Mike accidentally kills Phoebe's rat. Gavin gives Rachel a scarf and a kiss for her birthday.,56.0,22.0,31.0,27.0,25.0,23.0,834.0,240.0,486.0,378.0,246.0,302.0
206,9,13,207,The One Where Monica Sings,Gary Halvorson,Story by: Sherry Bilsing-Graham & Ellen PlummerTeleplay by: Steven Rosenhaus,2003-01-30,175263,25820000.0,8.1,3577.0,A night at Mike's piano bar gives Monica a very showy moment in the spotlight; Chandler employs his secret skill to repair Joey's botched eyebrow-waxing job.,56.0,30.0,27.0,29.0,42.0,54.0,552.0,337.0,291.0,286.0,431.0,638.0
207,9,14,208,The One with the Blind Dates,Gary Halvorson,Sherry Bilsing-Graham & Ellen Plummer,2003-02-06,175265,23370000.0,8.2,3516.0,Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.,41.0,38.0,40.0,53.0,32.0,32.0,438.0,333.0,452.0,543.0,325.0,340.0
208,9,15,209,The One with the Mugging,Gary Halvorson,Peter Tibbals,2003-02-13,175264,20850000.0,8.3,3539.0,"Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer.",10.0,38.0,43.0,56.0,30.0,37.0,68.0,250.0,578.0,690.0,502.0,529.0
209,9,16,210,The One with the Boob Job,Gary Halvorson,Mark Kunerth,2003-02-20,175266,19520000.0,8.2,3467.0,"When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting a boob job. Phoebe asks Mike to move in with her, but decides not to when she and Mike argue about their future. Rachel attempts to baby-proof the apartment, but makes Joey go insane when he can't open anything.",22.0,37.0,55.0,32.0,37.0,21.0,320.0,436.0,645.0,360.0,510.0,334.0
210,9,17,211,The One with the Memorial Service,Gary Halvorson,Story by: Robert CarlockTeleplay by: Brian Buckner & Sebastian Jones,2003-03-13,175267,21000000.0,8.4,3613.0,"When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his favorite stuffed animal, Hugsy, to Emma. Monica helps Phoebe not call Mike.",25.0,52.0,33.0,33.0,47.0,38.0,319.0,546.0,375.0,414.0,653.0,663.0
211,9,18,212,The One with the Lottery,Gary Halvorson,Story by: Brian Buckner & Sebastian JonesTeleplay by: Sherry Bilsing-Graham & Ellen Plummer,2003-04-03,175268,20790000.0,8.6,3738.0,"Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler.",41.0,54.0,34.0,43.0,49.0,48.0,564.0,657.0,471.0,398.0,558.0,612.0
212,9,19,213,The One with Rachel's Dream,Terry Hughes,Story by: Dana Klein BorkowTeleplay by: Mark Kunerth,2003-04-17,175269,18240000.0,8.1,3502.0,"Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but about Drake, Joey or both? Monica's fancy restaurant Javu is doing great, so she's flat out, too badly to accept joining Chandler on a surprise trip he booked to Vermont. When Phoebe comes sing her gross songs outside Javu, Monica tries to tell her nicely it's inappropriate, lacking style, but Phoebe just gets fancier dress; once told the truth, she starts a nasty row... Meanwhile ...",48.0,44.0,36.0,33.0,33.0,34.0,476.0,604.0,540.0,601.0,361.0,462.0
213,9,20,214,The One with the Soap Opera Party,Sheldon Epps,Story by: Shana Goldberg-MeehanTeleplay by: Andrew Reich & Ted Cohen,2003-04-24,175270,20710000.0,8.2,3503.0,Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.,60.0,54.0,21.0,38.0,16.0,58.0,711.0,435.0,246.0,488.0,203.0,791.0
214,9,21,215,The One with the Fertility Test,Gary Halvorson,Story by: Scott SilveriTeleplay by: Robert Carlock,2003-05-01,175271,19030000.0,8.2,3427.0,"Still unable to conceive, Monica and Chandler decide to get tests done at a fertility clinic, where they run into Chandler's favorite ex, Janice. Rachel receives a gift certificate for a free massage at a chain massage center. Phoebe chastises Rachel for even thinking about going to a massage chain, which she feels takes away business from independent massage therapists like herself; however, Phoebe actually works at this specific massage chain. Rachel says she won't go and even tears up the gift certificate, but she later tapes it back together, goes for her free ...",37.0,29.0,38.0,43.0,34.0,47.0,442.0,329.0,494.0,550.0,489.0,596.0
215,9,22,216,The One with the Donor,Ben Weiss,Andrew Reich & Ted Cohen,2003-05-08,175272,19550000.0,7.8,3522.0,"When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a dazzling outfit for the party she's going to just to save face as her ex Mike is coming too. Gynecologist Dr. Connelly tells Chandler and Monica they should keep trying the natural way, but realistically consider a surrogate mother -a nightmare for Monica- or donor sperm insemination, so Chandler invites his 'perfectly eligible' colleague Zach for dinner; they scare him with ...",53.0,33.0,46.0,26.0,52.0,22.0,530.0,335.0,506.0,325.0,693.0,380.0
216,9,23,217,The One in Barbados: Part 1,Kevin S. Bright,Shana Goldberg-Meehan & Scott Silveri,2003-05-15,175273,25460000.0,8.4,3663.0,"Chandler gives advice to David, but that makes David want to propose to Phoebe. Although Phoebe is still in love with Mike. Monica calls Mike who shows up there right in the middle of David's proposal. Mike proposes instead. Phoebe gets back together with Mike, but doesn't accept his proposal. Monica's hair gets all poofy after getting off the plane. Charlie and Ross enjoy themselves when rewriting Ross's speech. Rachel keeps changing her mind on when to tell Joey that she has feelings for him.",65.0,87.0,43.0,92.0,76.0,89.0,597.0,966.0,507.0,1074.0,923.0,1257.0
217,9,24,218,The One in Barbados: Part 2,Kevin S. Bright,Marta Kauffman & David Crane,2003-05-15,175274,25460000.0,8.6,3839.0,"To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn her favor to Ross, then they must flee the other academics who intend by tradition to throw the key note-speaker into the pool. Chandler and Phoebe knew better, but Mike accepts to play table tennis against ever-obsessive fluffy monster Monica; when she gets injured, Chandler jumps in and crushes Mike. Rachel can't hide her feelings for Joey anymore, so when he sees Ross and ...",,,,,,,,,,,,
218,10,1,219,The One After Joey and Rachel Kiss,Kevin S. Bright,Andrew Reich & Ted Cohen,2003-09-25,176251,24540000.0,8.5,4141.0,Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.,64.0,43.0,47.0,47.0,40.0,64.0,608.0,501.0,607.0,450.0,434.0,710.0
219,10,2,220,The One Where Ross Is Fine,Ben Weiss,Sherry Bilsing-Graham & Ellen Plummer,2003-10-02,176252,22370000.0,8.8,4476.0,Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.,28.0,22.0,30.0,39.0,24.0,43.0,212.0,189.0,301.0,350.0,261.0,649.0
220,10,3,221,The One with Ross's Tan,Gary Halvorson,Brian Buckner,2003-10-09,176253,21870000.0,8.8,4346.0,Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.,42.0,44.0,28.0,46.0,37.0,33.0,572.0,488.0,308.0,431.0,364.0,416.0
221,10,4,222,The One with the Cake,Gary Halvorson,Robert Carlock,2003-10-23,176254,18760000.0,8.3,3792.0,"On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed.",48.0,37.0,32.0,48.0,33.0,45.0,749.0,475.0,391.0,662.0,327.0,497.0
222,10,5,223,The One Where Rachel's Sister Babysits,Roger Christiansen,Dana Klein Borkow,2003-10-30,176255,19370000.0,8.2,3750.0,Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.,76.0,29.0,36.0,37.0,25.0,37.0,821.0,302.0,522.0,463.0,291.0,384.0
223,10,6,224,The One with Ross' Grant,Ben Weiss,Sebastian Jones,2003-11-06,176256,20370000.0,8.2,3797.0,Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.,42.0,30.0,29.0,38.0,33.0,54.0,396.0,270.0,432.0,504.0,402.0,648.0
224,10,7,225,The One with the Home Study,Kevin S. Bright,Mark Kunerth,2003-11-13,176257,20210000.0,8.3,3640.0,Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.,35.0,32.0,35.0,25.0,41.0,39.0,384.0,439.0,567.0,320.0,375.0,467.0
225,10,8,226,The One with the Late Thanksgiving,Gary Halvorson,Shana Goldberg-Meehan,2003-11-20,176259,20660000.0,8.9,4400.0,"Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late.",54.0,54.0,48.0,65.0,48.0,54.0,636.0,588.0,539.0,712.0,580.0,450.0
226,10,9,227,The One with the Birth Mother,David Schwimmer,Scott Silveri,2004-01-08,176258,25480000.0,8.6,3829.0,"Nervous and excited, Monica and Chandler travel to Ohio to meet a young pregnant woman, Erica Simmons, who is considering allowing them to adopt her child when it's born.",22.0,38.0,30.0,53.0,42.0,28.0,342.0,486.0,268.0,693.0,486.0,454.0
227,10,10,228,The One Where Chandler Gets Caught,Gary Halvorson,Doty Abrams,2004-01-15,176268,26680000.0,8.0,3677.0,"Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his realtor, Nancy, and think he's cheating on Monica. After that misunderstanding is cleared, the other Friends are shocked the couple wants to leave Manhattan, and everybody starts reminiscing about living in New York as a gang, until Nancy calls about their bid on the house.",46.0,66.0,42.0,31.0,56.0,42.0,476.0,714.0,524.0,277.0,596.0,497.0
228,10,11,229,The One Where the Stripper Cries,Kevin S. Bright,David Crane & Marta Kauffman,2004-02-05,176260,24910000.0,9.0,4842.0,Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.,27.0,37.0,28.0,37.0,53.0,63.0,368.0,391.0,298.0,388.0,454.0,620.0
229,10,12,230,The One with Phoebe's Wedding,Kevin S. Bright,Robert Carlock & Dana Klein Borkow,2004-02-12,176262,25900000.0,8.9,4258.0,Chaos ensues as Phoebe and Mike prepare to get married.,28.0,46.0,71.0,43.0,41.0,42.0,299.0,792.0,1068.0,598.0,533.0,474.0
230,10,13,231,The One Where Joey Speaks French,Gary Halvorson,Sherry Bilsing-Graham & Ellen Plummer,2004-02-19,176261,24270000.0,8.5,4054.0,Phoebe tries to teach Joey to speak French for an audition; Ross and Rachel head out to Long Island after her dad has a heart attack.,63.0,29.0,43.0,44.0,27.0,74.0,684.0,269.0,370.0,344.0,290.0,800.0
231,10,14,232,The One with Princess Consuela,Gary Halvorson,Story by: Robert CarlockTeleplay by: Tracy Reilly,2004-02-26,176263,22820000.0,8.6,3953.0,"When Phoebe goes to get her name changed she realizes she can change it to anything she wants, so she changes it to Princess Consuela Banana Hammock, to Mike's displeasure. Chandler finds out that Monica never changed her last name. Monica and Chandler take Joey to their house to convince him it is a good move and he tries to find anything wrong with the house so they won't buy it. Rachel goes to a job interview at a restaurant but her current boss is sitting right beyond her, costing her her job at Ralph Lauren. When cleaning out her office, she bumps into Mark who ...",49.0,33.0,50.0,39.0,29.0,39.0,561.0,306.0,457.0,607.0,266.0,510.0
232,10,15,233,The One Where Estelle Dies,Gary Halvorson,Story by: Mark KunerthTeleplay by: David Crane & Marta Kauffman,2004-04-22,176264,22640000.0,8.5,3700.0,"Ross tries to get Rachel to go back to Ralph Lauren, Joey doesn't know that his agent has died, and Monica and Chandler bump into Janice.",32.0,22.0,27.0,29.0,33.0,50.0,452.0,299.0,334.0,462.0,397.0,604.0
233,10,16,234,The One with Rachel's Going Away Party,Gary Halvorson,Andrew Reich & Ted Cohen,2004-04-29,176265,24510000.0,8.9,4290.0,"The gang throws Rachel a goodbye party, during which she says goodbye to everybody individually.",42.0,52.0,28.0,28.0,41.0,46.0,586.0,636.0,339.0,316.0,436.0,564.0
234,10,17,235,The Last One,Kevin S. Bright,Marta Kauffman & David Crane,2004-05-06,176266,52460000.0,9.7,14033.0,"Phoebe races Ross to the airport in a bid to stop Rachel from leaving for Paris. Monica and Chandler pack up their apartment ahead of their move to their new house, and Joey buys Chandler a new chick and duck as a leaving present.",73.0,72.0,85.0,84.0,83.0,112.0,849.0,647.0,774.0,789.0,706.0,798.0
235,10,18,236,The Last One,Kevin S. Bright,Marta Kauffman & David Crane,2004-05-06,176267,52460000.0,,,,,,,,,,,,,,,
